video_id,, ,Captions,,,
37617460,,,"Hazed was originally developed as my grad film at Sheridan, and then later at Guru Studio I led an awesome team in redoing the lighting, rendering and compositing to bring it into lovely HD.",,,
37624700,,,"In an unfamiliar and seemingly inescapable dream, a young girl struggles to look after her grandmother in spite of obstacles presented by her mother and aunt.",,,
37973107,,,Meet Ed. Meet Ed's life. Meet the extraordinary life Ed wants to leave behind.,,,
38153532,,,This is colourful 2d animation.,,,
38218455,,,"1-minute exercise film made in the animation school ""La Poudrière""",,,
38514156,,,"We had this idea for a character, Cummulus. He was meant to be a mascot, something funny for our reel. But the longer we thought about what he could do, the more gags and characters we came up with and the whole thing grew into a fake cartoon intro thingy.",,,
38580846,,,the short film of depressed man described using 2d animation,,,
38771004,,,"3D modeler and animator, compositor, storyboarding",,,
38799240,,,"Archibald, a creature to whom nothing ever happens sees his routine changed by the arrival of a mysterious circle.",,,
38850289,,,This is documentation of sound sulptors,,,
38850535,,,"Second installation of my ongoing series focused on analog visual effects, understanding fluid dynamics, magnetism & natural invisible forces. This time around I experimented with mixing tiny portions of ferrofluid & other chemicals, soap, alcohol, milk etc. Not for the trypophobic for sure.",,,
38874664,,,This is 3d animation video,,,
38931673,,,stop-motion film,,,
39043244,,,"Father is an animated-documentary based on five true stories. It was screened at more than 100 festivals (including Annecy, Clermont Ferrand, Stuttgart, London, Bradford) and awarded 26 times (including DOK Leipzig, Chicago, Anim'est)",,,
39056719,,,Norman McLaren here employs the principles normally used to put drawings or puppets into motion to animate live actors. The story is a parable about two people who come to blows over the possession of a flower.,,,
39218009,,,"Here's my graduation film from the NFTS, its been hidden behind a password for a long time but I'm allowed to show it around wherever I please.",,,
39327886,,,Small chained animation project ,,,
39425218,,,This video shows how the animated movies are made,,,
39630866,,,This video is 2d animated with great music.,,,
39700906,,,"""Life comes into being, blooms and vanishes. And where all life is built of smaller parts that form a living whole, in this video I created fractals of human body parts that are born, bloom to form a larger, more coherent whole, then die. They're abstracted hands, ears, and faces similar to Max's earlier 'positive mutation' visuals - tying a minimalist look in with abstracted shapes. Max often works with ideas around the aesthetics of science, and I wanted to connect the scientific idea of fractals to the experience of life itself.""",,,
39739082,,,This is 2d sketch animated video.,,,
39822385,,,This is 3d animated video of space.,,,
39863899,,,Hand-drawn animation about spaghettification.,,,
39871515,,,"This film is a visual poem, one that focuses on the hard times every single one of us has gone through in the process of discovering who we want to be, dry patches in the journey of finding out who it is we really are...",,,
39945517,,,This is 3d animated cartoon video .,,,
40006163,,,This is 2d animated video.,,,
40351643,,,This is 3d modelling video,,,
40471380,,,This is cartoon video of hungry man trying to find food . 3d animation is used,,,
40526194,,,Things Change is an optimistic look at the idea of human impermanence. The buildings and debris created by the human exploitation of our natural environment decay and give way to the force of nature once again.,,,
40549813,,,Escape by Kenny Mosher won First Place in the Light Iron REDuser 4K Portrait Contest,,,
40752722,,,"Flash animation, photoshop backgrounds, and after effects color and composition.",,,
40847329,,,"An old man on the subway,but nobody can Offer one 's seat to him……At the same time，the old man ……",,,
40963580,,," In a barren post-apocalyptic wasteland, a creature and his dog find a radio that may lead them to new life.",,,
40977081,,,This is 2d animated video of girl crashed to forest..,,,
41165213,,,Short movie of farmhouse using 3d animation,,,
41329262,,,"This is an animation test, sort of a ""mini-pilot"" that I made for a cartoon show I was developing. It was part of the development bible along with story premises, storyboard/animatics, character designs, etc. I was recently informed that they don't want to continue on with making the show, so... here it is now for you to enjoy.",,,
41336551,,,This is video of different type of camera using 2d animation and colourful video.,,,
41363350,,,This is colourful 2d animated video.,,,
41551766,,,This is music video with animations  ,,,
41730772,,,This is my Degree Project from MassArt. The goal was to capture the energy and fluidity that goes into the sport of basketball. I hand drew every frame of this using Microns and composited them onto brown paper.,,,
41929010,,,This is colourful with great design short film.,,,
41930613,,,"This short unexpectedly went viral in 2012, causing Stan Lee's company POW! Entertainment and Michael Eisner's The Tornante Company (then Vuguru) to commission me to make an entire webseries out of it. Together with a former classmate I started KLOMP! Animation to work on the YouTube series 'Bad Days'.",,,
42109988,,,Three passengers awake on a train which they do not remember boarding.,,,
42361412,,,This is 2d animated short film,,,
42411918,,,Something to enjoy in your lunch break :),,,
42444241,,,"I just got a Zoom lens and all the filters in the world for my iPhone but without the need for any hardware, it's all in the software. I was asked by the developers of an amazing new App called 'HipCam' to do some beta testing of it. This is a little film I made from it. I was blown away by the power and creativity this App offers incuding making your own filters and a zoom function whilst filming which just adds another dimension to film making altogether, handheld and captured from my iPhone 4S. The colours, effects and zoom and camera movements were made using the App. No political mesage here apart from 'Peace'!",,,
42462219,,,"This is video about India from the series "" rules of empathy "". "" Be patient "" presents ambients, people, its deep thoughts and Yoga as a life style. Most of these shoots where taken in Varanasi, a very sacred city for Hindus, the city where the death never come back to life in earth but Nirvana.",,,
42546611,,,This is 2d animated video with great colours and design,,,
42680931,,,"For the video, animator and director wanted to add a human element to his visuals for the first time, asking Max Cooper fans to come down to his studio to be filmed. After listening to the track, I was aware of how important the vocal element is in the track, which added an emotional and human element alongside Max's sonic soundscapes. I knew that i wanted to include real people for the first time, but i wanted to change their appearance; making them something more animated and kinetic, and therefore bring them into Max's world.",,,
43028923,,,This is 2d animated video with great visual effects.,,,
43144206,,,"A man anxiously practices his proposal to his girlfriend, while the coin operated machine that turns the world is running low on credit.",,,
43385747,,,A short documentary,,,
43607228,,,A tale of a giant stuffed bear and his will to win.,,,
43725715,,,Lost Movements is about promoting artists and hosting events to bring live art and music together. This is a short glimpse of the first event.,,,
43977985,,,"At a stormy, rainy night, a boy named “EGG” lays an egg from which a monster is born.The boy, terrified, throws her into the forest. However this bizarre incident repeats every night, which leads EGG to feels like a monster himself, and his life gets more isolated…",,,
43986997,,,"After spending the night together, a couple parts ways. Guided by the activities of the man's morning rituals, she travels into a dream accompanied by the rhythms of the morning train and finds herself alone once again.",,,
44050783,,,"In this cyclical fairy tale, a man and a woman are cursed to be forever apart. We never see them inhabit the same space but yet we feel that there's a connection between them. One common element is that they both have the power to transform into animals. But when they do they are compelled to hunt down and destroy the other. They become blind to their passions and are overwhelmed by their instincts.",,,
44149205,,,"animated the whole thing in Toonboom first, then printed everything and cut out a large part. Then, using stop-motion technique, I re-created the animation again. This allowed for me to show a bit of the huge amount of work that goes into animating and it gave me a way to make the animator's presence a bit more tangible.",,,
44155947,,,"Antibody is a conceptual piece inspired by the human ability to handle infection. This is an affective work that addresses the mind and body in its aim to keep control through conscious yet spontaneous movements that crystallise, fragment and dissolve.",,,
44336109,,,"It’s a wild free-for-all when a famous boys choir breaks away from their conductor while on 
tour in Seoul and causes mayhem in the hotel.",,,
44339328,,,"With an edge sander, half a millimeter is sanded off each work piece (wood, walnut, transformer, skull or analogue camera) and photographed. About 650 photos are made into a short film, which contrasts the inner structure of nature and technology.",,,
44383011,,,Short animated  film with great visual effects,,,
44405353,,,"An old man is torn between the lingering presence of his dead wife, a fish in a jar and the reality of his lonely existence.",,,
44583147,,,"A story about the fire at the heart of suffering. Bringing together dancers, musicians, visual artists and 3d animators, the film takes a critical look at current events. A mysterious figure travels aboard his boat through a dark and desolate landscape in his quest for inner peace.",,,
44600128,,,"Creative direction, design & motion Sound Design",,,
44633289,,,Small creatures explore and inhabit an even smaller world.,,,
44740087,,," irish short film, screenplay nominated for best short film script",,,
44760300,,,"In the late fifties, in the world famous Roller Derby Hall of Fame, the daily routine of an unassuming cleaning lady will unexpectedly go freewheeling, kicking-off her whole new life.",,,
44859581,,,short film with great storyline and great effects,,,
44922786,,,"A kid visits Salina Turda's amusement park, built on an old salt mine in Romania.",,,
45068181,,,"Five women imagine out loud the person they would be if they were a man.
Student film directed by Margot Reumont in third year at the camber.",,,
45102468,,,"OZO is a short movie made by 4 students in 2011 at the french school Supinfocom.
Mainly made with Photoshop, 3dsmax, After Effects and Premiere Pro.",,,
45150640,,,"I made this animation for the WMD Awareness Programme for their 1000 reasons campaign. I had to come up with some low budget solutions, including a 2m long rotating table to create the camera movements in the animation. The voiceover is by stand up comedian and 'Peep Show' actress Isy Suttie.",,,
45269198,,,"After listening to the track, I was aware of how important the vocal element is in the track, which added an emotional and human element alongside Max's sonic soundscapes. I knew that i wanted to include real people for the first time, but i wanted to change their appearance; making them something more animated and kinetic, and therefore bring them into Max's world.",,,
45281618,,,A surreal trip through the subconscious of a stifled musician as he struggles to sing.,,,
45322909,,,an animated short by Emma De Swaef and Marc James Roels,,,
45358274,,,ARTIFICIAL EXECUTION (ANIMATED SHORT FILM),,,
45478189,,,"Exoids follows the octane-fueled adventures of the nomadic desert slug Gus Nitrous on his search for precious water. The story takes a dangerous turn as Gus ventures into the Exoids-occupied city of Los Angeles, culminating in a high-speed desert car chase that ends with an epic showdown.",,,
45515295,,,A ball of dough ist taken out of the fridge. It has to unfreeze before it gets cooked.,,,
45558546,,,this is a satirical humorous animated film.,,,
45569479,,,Everything shot in studio with 3 beamers projecting on a floor and two walls.,,,
45684858,,,"MUST SEE animated short film starring a couple of total losers created by Auckland's Media Design School. The comedy is a nod towards the early films of directors Kevin Smith (Clerks, Mallrats) and Richard Linklater (Slacker, Dazed and Confused). Directed by James Cunningham with visual effects by eleven Media Design School students.",,,
45725464,,,"Every existing detail on the universe around us has its own beat, rhythm and movement. I've tried to demonstrate it while exploring relationships between man, nature and machine. My final project in visual communication, motion design. ",,,
45734217,,,My first short film,,,
45825185,,,"This Dubai timelapse represents over 20,000 still images taken over 3 weeks at night during May 2012. I wanted to bring things full circle with this 3rd in my 'trilogy' of Dubai.",,,
46100160,,,"I'm glad to present you the Music Video that I Co-Directed with my friend Antoine Robert at Cube creative !
For the graphic we've worked with Antoine Rota.",,,
46141955,,,A bird with a FEAR OF FLYING tries to avoid heading South for the winter. A live-action-animated short film- NO STOP-MOTION!,,,
46431931,,,"Marcel survives the bird flu, alcohol, sleeping pills and his son Max. Though blinded in one eye, he remains the King of Tervuren.",,,
46497874,,,"Here are the sports you'll see at this summer's big sporting event, in a glorious 8-bit montage",,,
46882189,,,Short film with great storyline and great effects,,,
47006314,,,"A fox tale is a short movie made by 4 students in 2011 at the french school Supinfocom Arles.
Main softwares used :3dsmax, Photoshop, After Effects and Premiere Pro.",,,
47246815,,,Love and a severed foot at the end of the world. Hand drawn pencil animation motion tracked to live action footage shot in Montauk.,,,
47765110,,,This is a short about parallel universes and I used it to practice and explore camera movements,,,
47894226,,,"The new motion camera in Cinema 4D R14 is a huge improvement over camera movements in past iterations of Cinema. This was done with less then five key frames and letting the the Motion Camera Tag do its job.
It has great setting to work as a real camera movement.",,,
47915082,,,"After the successful 1st launch video, we were asked to create the next video in full 3d, illustrating in detail of how the TINKE Lifestyle device works, in accordance with your health. Utilising a unique art direction style, we created a fun and interesting take on corporate presentation videos with a mixture of miniature storytelling, and abstract imagery.",,,
48011287,,,This is short animated  2d video,,,
48488523,,,"A thank you music video I made for Ben and Jason, and everyone who donated, who helped raise money to replace my stolen camera.",,,
48723455,,,"A Decade ” is a short animation produced for Jet megazine’s exhibition at Harbour City, TST, Hong Kong. A Decade talks about how lives of average citizens became in last decade.",,,
48944718,,,"Painting a frame of the Teaser ""Viaje a pies"", an animated short film. Currently in production.",,,
49023572,,,"A young woman is followed by a crocodile which represents her shyness. As he poisons her life, she tries by all means to get rid of him.
A young woman is being followed by a crocodile who represents her shyness. As he makes her life a living hell, she tries by every means to get rid of him.
",,,
49059546,,,This 2d animation video,,,
49222355,,,"Made using real lights on location (see the reflections and flares). No 3D strokes, stop-motion etc.",,,
49243107,,,animation / 3d / vfx,,,
49300456,,,"The audiovisual live performance thus tries to merge visuals and sound on a free, improvisational basis. This allows for mutual inspiration between musicians and visual artists and results in a free, nonlinear narrative, that can be influenced by real time visual effects, generative forms and sounds at any time.",,,
49580248,,,"One astronaut's journey through space and life ends on a hostile exosolar planet. Grounded is a metaphorical account of the experience, inviting unique interpretation and reflection by the viewer. Themes of aging, inheritance, paternal approval, cyclic trajectories, and behaviors passed on through generations are explored against an ethereal backdrop.",,,
49827958,,,"In Cardia (Étude Op 2), layers of digital representation coalesce with analog abstraction, forming the interior and exterior of a myogenic muscular organ. Cardia starts off with a tremor of movement without resolution, beginning a myopic journey through a cavernous and alien space. As disorienting and mesmerizing as it is wholly enveloping, the viewers gaze recedes slowly, at which point the form is revealed in its entirety. The transgression from interior to exterior coincides with a backdrop of crystalline shards -- a magnification of the form imploding, itself transforming into a cloud of iridescent particles and then fading to black.""",,,
49854655,,,"A lonely and burdened creature with a dark past meets a gentle and mysterious glowing cat. But were is the cat leading the creature? And whose blood is floating in the water?"" Guilt"" is a poetic thriller without words, about good and evil.",,,
50286412,,,"This flight through a Mandelbox fractal has been created, animated and rendered in Mandelbulb 3D. After some slight angle changes at the beginning, the fractal stays unmorphed. Extreme zooms of the camera into the wide angle range (up to 360 degrees), combined with camera movements, give the fractal a liquid aspect.",,,
50425513,,,"Fire Dancing is a form of Poi, a Maori art that involves spinning a set of tethered weights around a person's body in rhythmic patterns. It is a skill that takes patience to learn and years of dedication to master.",,,
50507428,,,This 2d animation video,,,
50513691,,,"Wandering a dark forest, a solitary creature encounters something unknown with only curiosity to lead the way.",,,
50742359,,,A short animated film about the other side.,,,
50795764,,,This 2d animation video with effect,,,
50917257,,,This 2d animation video with great music.,,,
50936159,,,"Video documentation editing of the première of ""II AiKia II"" by StratoFyzika
at Platoon Kunsthalle Berlin",,,
51159181,,,"Every morning, an old lifeguard arrives for another day of work, when in fact the swimming pool he guards has been empty for years.",,,
51217795,,,"The mechanical life form Ohm inhabits a bleak and devastated planet. The thousands of mechanical creatures of this world share a single cycle of energy. In this cycle, Ohm is a rogue element. His nature is to devour and absorb others. When one day a gargantuan foreign object appears in the skies. Drawn in by mysterious creatures of light, the Ohm tracks them across the planet, changing the known order of matter, time and space.",,,
51232549,,,"Stress is a one minute long animated shortfilm from motion graphic. Stress is an intense, grainy, black and white journey through 24 hours that aims to stress the viewer as well as illustrate the biological, physical and psychological states of stress.",,,
51297975,,,"""Abita"", animated short film about Fukushima children who can't play outside because of the radioactivity. About their dreams and realities.",,,
51315610,,,Seed Story is an experimental narrative shot in macro perspective featuring a cast of hundreds of one-inch plastic figures and junk props. It focuses on the the negative addictions humanity has suffered throughout the ages.,,,
51386528,,,"One-minute film that I made in 3 months at the powder keg school, on the theme of a child's gaze.
A one minute film I made in 3 months at La Poudrière, the subject was the child's point of view.",,,
51535113,,,This is 2d drawing animated video,,,
51601173,,,Small video made for fun. Was always passioned by Aircraft Carriers. So dicided to make some video. Full 3d video made in 3d max,,,
51876793,,,"The project started by handcrafting a diverse selection of instruments, then I wrote a composition where I could fit them all in and finally performed each part.",,,
52306302,,,"This is a personal project made mostly with Houdini
We create a motion capture of the face of our singer Laure with two cameras
The Main part of the effect are in 2D using motion vector and lighting from 3D",,,
52375402,,,"A short hallucinatory tale of consumption, sorrow, redemption and vomit. A peckish heron meets a frog with inviting eyes. They both explode.",,,
52744406,,,The friendship of Rabbit and Deer is put to the test by Deer's new obsession to find the formula for the 3rd dimension.,,,
53032371,,,"A tribute to my bicycle, a witness to the same landscape traveled by
my uncles, my father, my grandfather.",,,
53188831,,,Copi discovers an amazing cherry called coffee bean and broadcasts a newsreel of information about the facts of coffee.,,,
53193104,,,"The man of the Summit has a short moment to get down and refresh himself. He must be vigilant, its kingdom is desired and the competition is ferocious. Trailer for the 11th edition of the Montreal Animated Film Summit, an international and competitive festival dedicated to animation in all its forms who takes place every year in the cold of December.",,,
53444911,,,All animation was created in Cinema 4D and After Effects.,,,
53618403,,,"Nicholas Petron's grandfather, Rocco Galasso, moved to New York City from Italy with the hopes of making a better life. For eighteen years Rocco served as owner and superintendent of an apartment building where much of his family resided--until the day they were given notice that their building faced demolition to make way for new apartments. As Nick remembers, that's when everything changed.",,,
53821405,,,This is colourful 2d animated video.,,,
53838485,,,This is 2d black and white video.,,,
53855813,,,This is music video.,,,
54004198,,,"Set in the gritty streets of wartime 1940s London, Stanley, a homeless boy, is caught stealing food from a bombed house - at a time when looting could warrant the death penalty.",,,
54038054,,,"Plato likens the human soul with a cage, where knowledge is birds flying. We’re born with the cage empty and, as we grow, we collect birds and they go in the cage for future use. When we need to access knowledge we put our hand in the cage, hunt for a bird – and sometimes catch the wrong one.",,,
54040465,,,"A short animated film „Dull Life” was made by Marcin Michalak and Wiktor Bartman. The “Dull Life” is a students work. Before realization we had a basic idea about modeling. During our work we have been learning how to rig, and what is more important , how to animate a character. Not saying about writing a scenario, drawing a storyboard or making an animatic. All this work with adding the sound took us about 4-5 months. The animation was created in Maya, post production in After Effects and sound desing in LogicPro.",,,
54085888,,,Infime is also a major challenge in terms of digital technique. It required properly customized developing systems. Some 3D sequences featured more than 30 000 000 polygons. Time render has been optimized and reduced to the max (40 000 hours accumulated).,,,
54144270,,,"Animation studio ""Simpals"" (located in Moldova) produced its short animated film. The Dark Knight has appeared in a different form. No, he is not white and fluffy. Dji is just terribly unlucky. All he has to do is to take the soul of a dying man.",,,
54228768,,,"The attention to detail is staggering, particularly for a stop-motion animated movie... There may be an impressive crop of animated shorts this year, but Head Over Heels is the most fully realized of the whole bunch. Flawless",,,
54390966,,,Last version of the camera movements ,,,
54471263,,,"Grand Theft Auto: RISE is about the birth of an underground hero. He is not the hero that we are used to seeing. He is submerged in his own internal darkness. He is a protagonist. People will fall, things will break, he will be left standing alone in a tunnel with no light at the end.",,,
54529194,,,A Journey into the future of a young couple moving in together for the first time,,,
54585743,,,Flying Lotus is a music video,,,
54596361,,,This 2d animated video showing evolution of gaming console.,,,
54680077,,,"The narrative and imagery of MOTHERLAND is based on stereotypic characters and motives that are abundant in propaganda art of the 1920s & 1930s: The innocent child in need of protection by the heroic soldier, the benevolent ruler and the patriotic worker. They all live and serve for the nuturing mother state. In MOTHERLAND this original meaning has been turned on its head to reveal an underlying, terrifying truth behind the propaganda.",,,
54793850,,,"the project’s name “ 2013” was describing the oil, sun, war and atom, that was a huge surround-screen projection, and meaning the end of the world, and rebirth the new life.",,,
55026049,,,"This animated film has been created in a close collaboration between SuperHeroes Amsterdam, ShopAround and record label Luaka Bop, to celebrate Tim’s album launch and introduce the world to a soul superstar. After a decade of legal wrangling, Luaka Bop’s Nobody Can Live Forever: The Existential Soul of Tim Maia is a fifteen track survey of Maia's 1970s recordings, completely remastered and packed with the sweetest warmest sun drenched soul you can imagine.",,,
55084640,,,This is 2d animated short film,,,
55090522,,,"Winston Churchill’s top ten sayings about failure, courage, setbacks, haters and success.",,,
55393156,,,"Inspired by Zappos, Blind lives by 10 Core Values that embody the culture and spirit of their company. They are more than just mottos, or rules, or bullet points – they’re beliefs. If you’ve ever walked through their front door then you’ll know what I mean.",,,
55769159,,,This is 2d animated  sketch film.,,,
56062907,,,"This is the story of a Chinese guy hacking the American capitalist system, a Czech fight, chickens, doomsday.",,,
56136687,,,"Paper Diaosi* living in a white paper world always has nothing to do. One day, he sees an amazing beauty living on the opposite side of his building. When he is about to propose, the second Paper Diaosi shows up, it makes him furious. In order to get the beauty’s love, the two Paper Diaosi begin to fight each other.",,,
56286407,,,This is music album with great visual effects.,,,
56433514,,,"This short film combines Origami, Kirigami, Time lapse, nankin illustration, Comic Books and Western Cinema.",,,
56722980,,,My tool for procedural breaking geometry. It works like boolean(cookieSOP in Houdini) but stable and faster.,,,
56835503,,,A melancholy boy attends his estranged Father's wedding to a large Latina woman aboard a small and cramped boat on a shark infested sea.,,,
56974716,,,"This work is an alphabetical list of the most important architects with their best known building.
A lot of them have been left out with grief because we only need one for each letter and we done an effort to have differents nationalities.",,,
57084980,,,"POTEMKIN notes: ""This low poly semi-epic child hood tribute space saga called EXODUS was born when Peder Norrby asked us to make a short film using Trapcode MIR. We accepted the challenge, made up a multi part narrative and went to work, letting the plugin affect both our creative, narrative and technical results.",,,
57094153,,,"A little homage to Hunter S. Thompson based on a ""Gonzo The Life and Work of Dr. Hunter S. Thompson"" excerpt.",,,
57125220,,,3D animation with great music,,,
57148705,,,This is si-fi short film with great visual effects,,,
57197027,,,"The backgrounds were photographed with Canon 50D.
All the camera movements and travellings were made in stop motion.
The robot was elaborated with 3D Studio Max and the integration with After Effects.",,,
57395065,,,"A creative person often seems weird, funny and a little bit crazy. Even his friends and family do not always understand him and often feel ashamed of him. But sometimes he can create a real miracle – merely from garbage.",,,
57446210,,,"The primary schoolboy ""Kuchao"" is hated person in his class.Even if everyone fly balloons, only he doesn't part with his it.after school,He springs out of the school in at full speed with a balloon.When he immediately begins to chew a bubble gum which he hid,he enter the imagination world.When his balloon becomes the face and begins to chew a bubble gum,it changes into various things.His imagination makes rapid progress more and his balloon increase steadily.Then,the bird approaches while flying, and…",,,
57460444,,,"A bitterly violent war against Mexican Drug Cartels wages on across the U.S. border. Tens of thousands are being murdered, and over a million are being forced to flee their homes. U.S. laws and policy play a major role in the conflict's violence. This video is about understanding the complexities of the war and why it is happening.",,,
57747975,,,"Inspired by the space probes of the 1970s (Voyager 1 and 2), this animation presents an abstract interpretation of the journey the probes took through our solar system and what wonders they revealed to our planet.",,,
57812088,,,This is 2d animated short film,,,
57815442,,,Pig Box is a story about a shivering blue bird wants to get some heat from a sleepy porcupine.,,,
57863017,,,"Wielding untold power at the helm of a vast and mighty realm may sound glamorous but no one tells you about the sleepless nights and the unrelenting stress, but that’s what the Devil must deal with on an eternal basis. Even in Hell, there’s no escape from bureaucracy but occasionally he does manage to slip away. With the most magical healing hands in all the nine circles of Hell and a sympathetic ear, it is Sven’s Massage Parlour to which the Devil makes his first port of call.",,,
57959739,,,"Since we started to believe in anything, we also believe in mythical creatures, heros, events or giant buildings.
The visual narrative of ""The Myth"" shows different phases of a nativity, though specific conducts like
deformations and transitions between primitives, organic and mechanical stadiums of an futuristic creature, till it changes the appearance to the final destination.
The visual look reminds on medical ultrasonic pictures, also the sound environment is related to this aspect.
The sound transmit the powerful occasion with synthetic and noisy modulations till it changed to a more realistic ambience.",,,
58015626,,,"An abstract animated melodrama.
About a woman whose boyfriend turns into a pile of sugar...
Set to a lovely nocturne by Duncan Thum.",,,
58022280,,,"Katachi"" means ""shape"".
The video is made with approx. 2000 silhouettes extracted from PVC plates using computer-controlled cutter.",,,
58032940,,,"A mixed media piece I started at the beginning of my master studies.
It illustrates a world of mechanical creatures that start to explore a real world space.
The idea behind the piece was to create a realistic mechanical world that sometimes ignores the rules
of physics...",,,
58179094,,,This is colourful 2d animation short film.,,,
58179312,,,This is 3d animated video with great background music,,,
58224211,,,"Synesthesia is the involuntary and interconnected stimulation of the senses produced by a unexpected source. See sounds, feel colors, hear geometric figures, smell moments... But once you have experienced that kind of sense connections hardly you will be able to perceive something with no associations. You are synesthetic locked.""",,,
58232705,,,"This movie was a personal project culminated from years of shooting IR stills and never really being satisfied with the results. Shot primarily in Albemarle County, Virginia, the movie was captured using a Canon 5D mark II converted with a 720nm IR filter over the sensor. The sensor filter allows normal camera operation but shoots only IR images. I used a rail from Dynamic Perception to create the moving images and processed everything in Adode Premiere/After Effects.",,,
58241892,,,A charcoal on paper animation about a motorcycling circus bear who decides to leave the daily routine and takes off to the forest where his true happiness seems to dwell. ,,,
58445885,,,Cinema 4d and After Effects,,,
58449984,,,"My bachelor graduation project „New York Biotopes“ deals with abstract plants and creatures, which change their forms because of insufficient living space and adapt themselves to the surroundings of the metropolis New York City. A type of metamorphosis, where the newly developed vegetation assimilates elements of the city and makes them useful for their own purposes. These creatures and plants, partly mechanical, partly organically in appearance, spread more and more over the city and fill it up with life.",,,
58450445,,,Dave is trying all kinds of way to get to work on time.,,,
58511112,,,"British poachers explore a string of previously undiscovered islands, in search of the fabled Moth Owl.",,,
58531940,,,"The tale of Derek, an office worker, as he struggles with the true speed of planet Earth.",,,
58580911,,,A young boy is troubled by the prospect of growing up into the adult world.,,,
58617220,,,Trolley Boy is short 2d animated film.,,,
58626695,,,"The Panics director Mischa Rozema's new short film, Stardust, is a story about Voyager 1 (the unmanned spacecraft launched in 1977 to explore the outer solar system). The probe is the furthest man-made object from the sun and witnesses unimaginable beauty and destruction. The film's story centers on the idea that in the grand scheme of the universe, nothing is ever wasted and it finds comfort in us all essentially being Stardust ourselves. Voyager represents the memories of our loved ones and lives that will never disappear.",,,
58646255,,,"Mbwana and his best friend Juma are two young men with big dreams. These dreams become reality when they photograph a gigantic fish leaping out of the sea and their small town blossoms into a tourist hot-spot as a result. But for Mbwana, the reality isn't what he dreamed – and when he meets the fish again, both of them forgotten, ruined and old, he decides only one of them can survive. Jonah is a big fish story about the old and the new, and the links and the distances between them. A visual feast, shot though with humour and warmth, it tells an old story in a completely new way.",,,
58661899,,,Final part of the interactive real-time generated dance performance APPARITION.,,,
58729480,,,"This Video is the result of an open task Video Project at the Köln International School of Design, on which we worked from December 2012 to February 2013. We used the Microsoft XBOX360 Kinect and ReconstructMe to scan a human body to create the character. After rigging, we used MoCap-Data for the model animation. The seemingly simple yet vibrant low-poly environment was created to mirror the melancholic mood of Pariah's track. It took over a week to render the clip on a 8-machine renderfarm, we set up at the university. Please feel free to ask, if you have any further questions.",,,
58822081,,,This is music album with great visual effects.,,,
58822149,,, 6 Am in the morning drive through a retro-future desert landscape.,,,
58827100,,,A lamb gets lost in the multiverse.,,,
58894324,,,"Classic apartment with modern furniture custom modeled by us in 3ds Max, Marvelous Designer ",,,
59026775,,,"The video depicts the revolutionary nature of the life cycle of a droplet of water and it's cyclical journey. The project was a three-fold collaboration between myself, Helen Friel and Jess Deacon. From the original idea, through the creative development and process, our individual skill sets enabled the project to spring to life.",,,
59047091,,,This is a short allegorical tale about a tormented Bullock.,,,
59102649,,,,,,
59106292,,,,,,
59140833,,,"Dogs are all end up to be a dusty dog. Dogs’ dust consists of pride of themselves and that of you. The film is of the memory, love and gratitude of the dusty dog, and many other dogs, tracing their senses and memories, dedicating to you who gave love to them.",,,
59144993,,,"This is also the story of the relationship between these creatures and its Narrator. The character of the Narrator was a documentary star, but unfortunately for him, the good times are over and he is forced to accept this strange documentary, which he considered far below its potential.",,,
59179537,,,This is 3d animated short film,,,
59230893,,,"The Gift is the story of an ordinary couple, when he gives her a small sphere pulled out his chest, she can't separate herself from her new gift… even after they break up.",,,
59362697,,,"Short movie about restless hair curls, troubles, dreams and the power of wish we make.",,,
59376506,,,This is 3d animated short film,,,
59393483,,,This is music album with great visuals,,,
59400095,,,"Dip N’ Dance an independant short film directed by Hugo Cierzniak and produced at Delapost Paris. The story is about a forty-year old middle-class who loves his domotics to toe the line. He will figure out, in a musical way, that things you own end up owning you.",,,
59426055,,,"We started with actual sequence photos of Paul riding (taken by his brother Stephen). Then we printed each frame of the sequences on paper and cut out the rider from each one, which we used to re-create the sequences with different backdrops, creating the stop animation effect used in the video – a very SLOW process. It was challenging at times, but it came together in the end. We hope you like the film.",,,
59584804,,,"Sometimes a song can get stuck in your mind. Become a little piece of unwanted music, that keeps looping for the rest of your day.Jazz that nobody asked for is an ode to all those unwanted songs out there, that have nowhere to go. The music that haunts this film, is the amazing swing jazz tune 'Quaker City Jazz' by the long forgotten ‘Jan Savitt and his Top Hatters’. In 1937 they were the first jazz big band to feature an african american vocalist.",,,
59618486,,,This is 2d animated video with great visual effects.,,,
59642733,,,This is 2d animated video with great visual effects.,,,
59700931,,,"In 1830, John Henslow introduced his pupil Charles Darwin in the fascinating world of floral polymorphisms. Specifically he presented him the case of some plant species hermaphrodites having two floral forms that differ in height and arrangement of female sexual structures: the pistils. In a floral morph, stigmas are located above the male structures (stamens), while in the opposite morph, the stigmas are located below the stamens. This video explains what is heterostyly: a floral polymorphism that attracted Darwin´s attention to the point that he devoted a book to its study. The video gives an overview answering questions as: What is heterostyly?, What good is this sexual system? How did it originate? or How can we study it?",,,
59740518,,,This is black and white cartoon short film.,,,
59858611,,,Dulcitone is an ancient keyboard instrument with an incredibly poetic sound . This instrument is as a symbol for all lost and forgotten things.,,,
